Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 23 - Feature 109	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.068182	1.214906	0.580488	0.227273	0.5	52	125	93.060606	101	3071	Histogram-110.csv
Measurement 23 - Feature 110	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.035124	0.698362	0.905008	0.227273	0.181818	105	121	108.588235	107	1846	Histogram-111.csv
Measurement 23 - Feature 111	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.192149	3.247993	0.228885	0.636364	1.227273	68	131	107.387097	108	9987	Histogram-112.csv
Measurement 23 - Feature 112	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.103306	1.214906	0.879528	0.409091	0.318182	95	113	105.72	106	5286	Histogram-113.csv
Measurement 23 - Feature 113	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.092975	1.64054	0.434114	0.363636	0.636364	46	126	102.688889	106	4621	Histogram-114.csv
Measurement 23 - Feature 114	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.142562	2.004177	0.446007	0.636364	0.545455	95	129	110.318841	108	7612	Histogram-115.csv
Measurement 23 - Feature 115	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.095041	1.578542	0.479303	0.454545	0.454545	66	130	107.717391	108	4955	Histogram-116.csv
Measurement 23 - Feature 116	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.103306	1.638256	0.483694	0.545455	0.5	52	116	95.84	102	4792	Histogram-117.csv
Measurement 23 - Feature 117	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.076446	1.361352	0.518353	0.318182	0.409091	40	119	100.891892	107	3733	Histogram-118.csv
Measurement 23 - Feature 118	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.068182	1.294786	0.511073	0.181818	0.545455	80	126	107.515152	107	3548	Histogram-119.csv
Measurement 23 - Feature 119	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.126033	1.629511	0.596458	0.363636	0.545455	40	133	97.836066	106	5968	Histogram-120.csv
Measurement 23 - Feature 120	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.113636	1.631795	0.536285	0.636364	0.227273	73	127	104.018182	107	5721	Histogram-121.csv
Measurement 23 - Feature 121	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.109504	1.875612	0.39116	0.5	0.590909	60	118	100.509434	106	5327	Histogram-122.csv
